title,unit_price,description,date_updated
Cheese - Valancey,10,"Removal of Synth Sub from L Ankle Jt, Open Approach",25/06/2021
"Artichokes - Knobless, White",35,"Measurement of POC, Cardiac Rhythm, Via Opening",23/12/2021
Cake - Cake Sheet Macaroon,82,"Removal of Autol Sub from Kidney, Via Opening",13/08/2021
"Wine - White, Pelee Island",71,"Dilation of Right Femoral Artery, Percutaneous Approach",04/09/2021
Beer - Camerons Cream Ale,34,Planar Nucl Med Imag of Chest & Abd using Indium 111,28/11/2021
Lady Fingers,52,"Excision of Lumbar Spinal Cord, Open Approach",11/03/2021
Tequila Rose Cream Liquor,30,"Revision of Autol Sub in Stomach, Via Opening",21/08/2021
"Beef - Cooked, Corned",7,"Revise of Extralum Dev in Epididymis/Sperm Cord, Via Opening",20/12/2021
Longos - Chicken Curried,95,"Extirpation of Matter from Trochlear Nerve, Open Approach",16/11/2021
Ecolab - Lime - A - Way 4/4 L,13,"Destruction of C-thor Disc, Perc Endo Approach",05/12/2021
Pork - Suckling Pig,79,"Bypass R Com Iliac Art to L Renal A w Autol Art, Open",19/12/2021
"Sauce - Apple, Unsweetened",87,"Insertion of Infusion Device into R Ventricle, Open Approach",01/02/2022
Juice - Ocean Spray Kiwi,25,"Chiropractic Manipulation Cervical Region, Indirect Visceral",05/10/2021
"Lemonade - Island Tea, 591 Ml",1,"Repair Right Shoulder Muscle, Perc Endo Approach",12/12/2021
Wine - Redchard Merritt,18,"Bypass R Axilla Art to Low Arm Vein w Synth Sub, Open",27/11/2021
Baking Powder,47,"Extirpation of Matter from Cereb Hemis, Perc Approach",20/06/2021
Foam Cup 6 Oz,90,"Excision of Right Foot Vein, Percutaneous Approach",18/03/2021
Olives - Morracan Dired,57,"Insert Infusion Dev in L Cephalic Vein, Perc Endo",16/11/2021
Bandage - Fexible 1x3,8,"Destruction of Right Femoral Vein, Percutaneous Approach",19/12/2021
Soup - French Onion,69,Planar Nucl Med Imag Lymph & Hemat Sys w Oth Radionuclide,21/06/2021
Wine - Mondavi Coastal Private,45,MRI of Parathyroid Gland using Oth Contrast,26/07/2021
Bread Sour Rolls,92,Plain Radiography of R Verteb Art using Oth Contrast,26/05/2021
Pants Custom Dry Clean,19,"Destruction of Left Vocal Cord, Open Approach",28/01/2022
Appetizer - Cheese Bites,45,Plain Radiography of R Ext Carotid using Oth Contrast,14/12/2021
"Oregano - Dry, Rubbed",33,"Release Right Elbow Bursa and Ligament, Open Approach",28/03/2021
Bread - Wheat Baguette,14,"Replacement of Bi Breast using GAP Flap, Open Approach",12/12/2021
Potatoes - Fingerling 4 Oz,19,"Occlusion of L Uter A with Intralum Dev, Perc Endo Approach",25/02/2021
Crackers - Soda / Saltins,49,Fluency Treatment using Biosensory Feedback Equipment,16/05/2021
Scallops - 20/30,68,"Supplement Left External Ear with Autol Sub, Extern Approach",13/04/2021
Wine - Alsace Riesling Reserve,56,High Dose Rate (HDR) Brachytherapy of Ear using Iodine 125,21/04/2021
Lettuce - Radicchio,31,"Dilation of Right Vertebral Artery, Perc Endo Approach",18/03/2021
Wine - Cousino Macul Antiguas,28,Beam Radiation of Abdomen using Photons >10 MeV,30/12/2021
Couscous,93,"Occlusion Int Mamm, L Lymph w Extralum Dev, Perc Endo",09/03/2021
Compound - Pear,33,"Repair Sacrum, Open Approach",13/06/2021
Plums - Red,71,"Insertion of Pace Lead into R Ventricle, Perc Endo Approach",09/10/2021
Water - San Pellegrino,62,"Drainage of Sciatic Nerve, Percutaneous Approach, Diagnostic",05/04/2021
Wine - Duboeuf Beaujolais,97,"Supplement Right Vocal Cord with Nonaut Sub, Endo",27/04/2021
Cafe Royale,32,"Alteration of Right Lower Arm with Synth Sub, Perc Approach",08/05/2021
Pan Grease,78,"Revision of Spacer in L Sacroiliac Jt, Perc Endo Approach",22/11/2021
"Beans - Turtle, Black, Dry",9,Fluoroscopy of Cervico-Cerebral Arch using L Osm Contrast,18/08/2021
Veal - Insides Provini,95,"Release Dura Mater, Open Approach",25/07/2021
Brandy Cherry - Mcguinness,67,"Reposition Right Knee Joint with Int Fix, Perc Endo Approach",07/04/2021
Appetizer - Crab And Brie,73,"Fusion 2-6 C Jt w Autol Sub, Post Appr P Col, Perc",06/06/2021
Persimmons,25,"Excision of Right Vertebral Vein, Perc Endo Approach, Diagn",23/02/2021
Absolut Citron,92,"Detachment at Right Shoulder Region, Open Approach",12/10/2021
Muffin Mix - Banana Nut,3,"Drainage of R Less Saphenous, Open Approach, Diagn",02/08/2021
Containter - 3oz Microwave Rect.,78,"Occlusion of Low Esophag with Extralum Dev, Open Approach",22/09/2021
Flower - Potmums,78,"Release Cystic Duct, Endo",22/12/2021
Soy Protein,16,"Removal of Intraluminal Device from R Ear, Extern Approach",24/08/2021
"Marjoram - Dried, Rubbed",91,"Extirpation of Matter from L Popl Art, Bifurc, Open Approach",14/03/2021
"Lemonade - Strawberry, 591 Ml",63,"Excision of Upper Esophagus, Endo",25/02/2021
Cake - Dulce De Leche,38,"Occlusion of Trachea with Extraluminal Device, Perc Approach",25/04/2021
Tuna - Salad Premix,50,Planar Nucl Med Imag of Digestive Sys using Oth Radionuclide,19/10/2021
Table Cloth 62x114 Colour,23,"Excision of Splenic Artery, Open Approach",09/06/2021
Bread - White Mini Epi,58,"Repair Right Metacarpal, Open Approach",29/01/2022
Wine - Chateau Bonnet,79,"Repair Skin in POC with Oth Dev, Perc Approach",03/05/2021
Rye Special Old,51,"Insertion of Int Fix into R Up Femur, Perc Approach",27/11/2021
"Basil - Dry, Rubbed",91,"Fusion 2-6 C Jt w Nonaut Sub, Post Appr A Col, Perc Endo",03/03/2021
"Cookies - Oreo, 4 Pack",29,"Revision of Infusion Device in R Up Extrem, Extern Approach",17/11/2021
"Pepsi, 355 Ml",7,"Division of Left Abdomen Bursa and Ligament, Open Approach",15/09/2021
Olives - Nicoise,88,"Supplement Middle Colic Artery with Synth Sub, Perc Approach",22/10/2021
Juice - V8 Splash,37,"Drainage of Appendix, Percutaneous Endoscopic Approach",29/08/2021
"Pasta - Fettuccine, Dry",39,"Extirpation of Matter from Right Tarsal, Perc Endo Approach",16/03/2021
Parsnip,83,"Excision of Vulva, Open Approach",07/07/2021
"Nut - Almond, Blanched, Ground",62,"Excision of Left Innominate Vein, Percutaneous Approach",09/10/2021
Sauce - Cranberry,57,Beam Radiation of Trachea using Photons >10 MeV,27/11/2021
Cocoa Butter,95,"Extirpate matter from R Hand Bursa/Lig, Perc Endo",05/05/2021
Cafe Royale,95,"Supplement Left Femoral Vein with Autol Sub, Perc Approach",06/10/2021
Cheese - Montery Jack,69,"Bypass L Ext Iliac Art to B Int Ilia, Open Approach",07/11/2021
Onion - Dried,40,"Insertion of Other Device into Respiratory Tract, Endo",19/06/2021
Rice - 7 Grain Blend,58,"Detachment at Right Foot, Partial 5th Ray, Open Approach",09/08/2021
Langers - Cranberry Cocktail,69,"Excision of Thorax Lymphatic, Open Approach, Diagnostic",31/01/2022
Table Cloth 62x120 White,12,"Supplement R Colic Art with Synth Sub, Perc Endo Approach",12/02/2021
Sandwich Wrap,85,"Insert of Infusion Dev into Vagina & Cul-de-sac, Via Opening",18/10/2021
Sauce - Vodka Blush,79,"Fusion of R Finger Phalanx Jt with Ext Fix, Perc Approach",16/04/2021
Oyster - In Shell,63,"Remove Infusion Dev from L Sacroiliac Jt, Perc Endo",09/12/2021
"Pepper - White, Ground",37,"Head and Facial Bones, Excision",28/12/2021
Wine - Black Tower Qr,82,"Repair Right Posterior Tibial Artery, Perc Endo Approach",15/09/2021
"Marsala - Sperone, Fine, D.o.c.",50,"Removal of Infusion Device from Urethra, Perc Endo Approach",31/07/2021
Bread - Hamburger Buns,98,"Repair Chest Wall, Percutaneous Endoscopic Approach",21/07/2021
Extract - Almond,9,"Drainage of R Low Lung Lobe with Drain Dev, Open Approach",12/08/2021
Macaroons - Homestyle Two Bit,45,"Bypass Com Bile Duct to Stomach w Intralum Dev, Open",31/10/2021
"Veal - Tenderloin, Untrimmed",41,"Drainage of Bladder Neck with Drainage Device, Endo",06/03/2021
Bar Mix - Lemon,77,"Bypass Duodenum to Jejunum with Synth Sub, Open Approach",02/04/2021
Island Oasis - Lemonade,90,"Repair Left Neck Muscle, Percutaneous Approach",29/12/2021
Beets - Pickled,60,Removal of Bandage on Left Upper Arm,19/06/2021
Wine - Cotes Du Rhone,66,"Transplantation of Right Lung, Syngeneic, Open Approach",01/09/2021
Flour - Masa De Harina Mexican,51,Plain Radiography of R Parotid Gland using L Osm Contrast,06/11/2021
Cheese - Feta,94,Tomo Nucl Med Imag of Abd using Iodine 123,08/09/2021
Roe - White Fish,71,"Removal of Spacer from Left Knee Joint, Perc Approach",19/03/2021
Pie Pecan,45,"Replace L Up Arm Subcu/Fascia w Autol Sub, Open",25/07/2021
V8 Splash Strawberry Banana,67,"Drainage of Right Lower Lung Lobe, Perc Endo Approach, Diagn",18/03/2021
Tomato Paste,38,"Fusion >7 T Jt w Synth Sub, Post Appr A Col, Perc Endo",18/02/2021
Bread - Bistro Sour,94,"Drainage of Left Hand Muscle, Perc Endo Approach, Diagn",13/03/2021
Yucca,70,"Removal of Synth Sub from Up Muscle, Perc Endo Approach",18/08/2021
Tea - Vanilla Chai,22,"Drainage of Chest Wall with Drain Dev, Perc Endo Approach",10/02/2022
Ham - Cooked,37,"Reattachment of Right External Ear, External Approach",12/09/2021
Wine - Pinot Grigio Collavini,75,"Supplement Right Upper Leg with Autol Sub, Open Approach",05/05/2021
"Wine - Magnotta - Red, Baco",84,"Drainage of Penis with Drainage Device, Perc Endo Approach",25/04/2021
Jack Daniels,99,"Alteration of Male Perineum with Nonaut Sub, Perc Approach",15/10/2021
"Veal - Round, Eye Of",21,"Drainage of Basal Ganglia with Drain Dev, Open Approach",25/01/2022
Apricots - Halves,93,"Bypass Cystic Duct to Cystic Duct, Perc Endo Approach",29/04/2021
Bar - Sweet And Salty Chocolate,6,"Drainage of Right Frontal Sinus, Perc Endo Approach, Diagn",04/09/2021
Pork - Back Ribs,32,"Introduce Monoclonal Antibody in Bone Marrow, Perc",16/07/2021
Hot Chocolate - Individual,60,Home Management Treatment using Assist Equipment,04/02/2022
Bread - Onion Focaccia,58,"Extirpation of Matter from Left Atrium, Perc Endo Approach",11/09/2021
Swiss Chard - Red,13,"Supplement Thor Aorta Desc w Zooplastic, Perc Endo",27/06/2021
Pastry - Carrot Muffin - Mini,59,"Extirpation of Matter from R Up Arm Tendon, Perc Approach",09/02/2022
Bread - Kimel Stick Poly,14,"Extirpation of Matter from L Occipital Bone, Open Approach",18/08/2021
Coriander - Ground,40,"Transfer Facial Nerve to Optic Nerve, Open Approach",09/09/2021
Hand Towel,51,"Excision of Lumbar Vertebral Joint, Perc Approach, Diagn",23/06/2021
Nori Sea Weed - Gold Label,70,Visual Motor Integrat Trmt w Biosensory Feedback Equip,14/02/2021
"Fish - Soup Base, Bouillon",31,"Fragmentation in Bladder, Percutaneous Endoscopic Approach",29/12/2021
Scallops - In Shell,47,Change Pressure Dressing on Left Finger,18/04/2021
Wine - Periguita Fonseca,1,"Release Right Internal Carotid Artery, Open Approach",26/10/2021
Pie Filling - Pumpkin,95,"Dilation of L Ext Carotid, Bifurc, Open Approach",16/03/2021
Lettuce - Arugula,13,"Drainage of Hard Palate, Open Approach, Diagnostic",11/08/2021
Banana Turning,39,"Drainage of Right Lower Lung Lobe, Open Approach",19/11/2021
Sole - Fillet,78,"Restrict Descend Colon w Intralum Dev, Perc Endo",05/01/2022
Butter - Salted,93,"Replacement of Lesser Omentum with Autol Sub, Open Approach",03/06/2021
Bread Crumbs - Japanese Style,58,"Drain of Oculomotor Nrv with Drain Dev, Perc Endo Approach",31/05/2021
Table Cloth 90x90 Colour,55,"Extirpation of Matter from Back Subcu/Fascia, Open Approach",08/12/2021
Cattail Hearts,29,"Pure Tone Audio, Air Assess w Occupational Hear Equip",21/05/2021
Bread Base - Toscano,78,"Excision of Thor Aorta Desc, Perc Endo Approach, Diagn",16/10/2021
Lettuce - Lambs Mash,31,Ultrasonography of Bilateral Fallopian Tubes,13/05/2021
Wine - Magnotta - Pinot Gris Sr,18,"Insertion of Infusion Device into Cranial Cav, Open Approach",07/09/2021
Compound - Rum,41,"Removal of Infusion Device from Mediastinum, Perc Approach",22/03/2021
Sage - Fresh,45,"Release Right Radius, Open Approach",26/07/2021
"Soup - Campbells, Minestrone",42,"Reposition Perineum Tendon, Percutaneous Endoscopic Approach",23/09/2021
"Wine - White, Schroder And Schyl",49,Fluoroscopy of Inferior Vena Cava,10/09/2021
Veal - Eye Of Round,61,"Transfer Vagus Nerve to Optic Nerve, Open Approach",15/09/2021
The Pop Shoppe - Lime Rickey,76,"Dilate Sup Mesent Art, Bifurc, w Drug-elut Intra, Perc",24/12/2021
Lettuce - Green Leaf,15,"Replace of Inf Vena Cava with Autol Sub, Perc Endo Approach",03/09/2021
Appetizer - Escargot Puff,88,"Destruction of Right Lacrimal Bone, Open Approach",11/01/2022
Black Currants,2,"Revision of Autol Sub in Cervcal Vertebra, Perc Approach",21/05/2021
Kellogs Special K Cereal,85,"Repair Left Carotid Body, Percutaneous Endoscopic Approach",20/08/2021
Calypso - Pineapple Passion,93,"CT Scan Sella Tur/Pituitary w H Osm Contrast, Unenh, Enhance",04/10/2021
"Jam - Raspberry,jar",94,Integumentary Integrity Assessment of Integu Up Back/UE,06/05/2021
Silicone Paper 16.5x24,58,"Restrict of L Int Carotid with Intralum Dev, Perc Approach",22/12/2021
Wine - Penfolds Koonuga Hill,80,"Excision of Right Thyroid Gland Lobe, Perc Approach, Diagn",16/01/2022
"Chicken - Breast, 5 - 7 Oz",75,"Insert of Ring Ext Fix into R Humeral Shaft, Open Approach",01/08/2021
Pomello,56,"Release Hymen, Open Approach",28/04/2021
"Wine - Red, Pelee Island Merlot",76,"Insertion of Infusion Dev into L Hip Jt, Perc Endo Approach",26/09/2021
Spice - Greek 1 Step,27,"Revision of Nonaut Sub in Thor Vertebra, Perc Approach",02/02/2022
Turnip - Mini,31,"Extirpation of Matter from R Glenoid Cav, Perc Approach",12/11/2021
Beef - Tender Tips,66,"Drainage of Right Upper Femur, Perc Endo Approach",08/10/2021
Lettuce - Radicchio,95,"Occlusion of Intracran Art with Intralum Dev, Open Approach",02/09/2021
